Guest_Name,Age,Room_Type,CheckIn_Date,CheckOut_Date,Booking_Channel,Total_Charges,Satisfaction_Score
lucas okawachi,53,Standard,2025-10-27,2025-11-01,Booking.com,723.6021291997251,5.0
pAulo SANTOS,62,Standard,2025-01-06,2025-01-07,Booking.com,-159.99747744183068,2.0
carlos pereira,37,Standard,2025-10-26,2025-11-01,Agencia,1007.7395487910464,3.0
aNa costa,82,Standard,2025-02-01,2025-02-07,Booking.com,943.3119696997699,4.0
luYz silva,25,Standard,2025-11-15,2025-11-18,Direto no Balcao,475.79869153518337,5.0
pAulo SANTOS,33,Standard,2025-09-05,2025-09-18,Agencia,1821.4644957922524,2.0
luYz okawachi,31,Presidencial,2025-12-12,2025-12-20,Agencia,8836.267355944581,4.0
joAo oliveira,32,Deluxe,2025-11-20,2025-12-04,Agencia,3578.8981670282233,4.0
carlos costa,83,Presidencial,2025-08-20,2025-08-21,Site Oficial,1102.8811898302238,3.0
MARIA costa,49,Standard,2025-08-25,2025-08-26,Site Oficial,167.57333098341397,2.0
ferNanda okawachi,80,Standard,2025-10-12,2025-10-18,Booking.com,873.6179604446497,5.0
pAulo ALVES,68,Deluxe,2025-04-18,2025-04-28,Agencia,2576.9881537224887,4.0
aNa SANTOS,42,Standard,2025-10-22,2025-11-04,Direto no Balcao,2121.2540541302465,1.0
luYz pereira,75,Standard,2025-10-31,2025-11-01,Site Oficial,151.7326581664788,5.0
MARIA silva,80,Deluxe,2025-06-28,2025-07-04,Direto no Balcao,1538.8702330488327,
aNa chiavini,79,Standard,2025-05-12,2025-05-13,Direto no Balcao,140.51186238903037,4.0
ferNanda costa,39,Deluxe,2025-06-17,2025-07-01,Site Oficial,4170.709191682907,4.0
joAo okawachi,75,Deluxe,2025-01-15,2025-01-28,Site Oficial,3273.022980546733,5.0
luYz pereira,75,Standard,2025-12-01,2025-12-07,Site Oficial,915.2487170097676,
aNa costa,66,Standard,2025-11-10,2025-11-13,Site Oficial,-522.4518790434811,5.0
pAulo costa,69,Deluxe,2025-08-02,2025-08-16,Agencia,3686.4222962545714,4.0
aNa costa,59,Standard,2025-10-21,2025-11-04,Agencia,2305.589645547374,4.0
luYz SANTOS,32,Standard,2025-12-22,2025-12-30,Agencia,1363.1524936835813,5.0
MARIA SANTOS,71,Presidencial,2025-06-04,2025-06-17,Agencia,13801.841291037254,3.0
carlos silva,77,Standard,2025-07-08,2025-07-14,Booking.com,-926.5415213038293,4.0
ferNanda costa,25,Deluxe,2025-08-16,2025-08-29,Agencia,3078.878424445482,5.0
luYz oliveira,70,Presidencial,2025-07-26,2025-08-06,Site Oficial,12324.650511954653,5.0
feliPe ALVES,77,Standard,2025-02-04,2025-02-17,Direto no Balcao,2334.1802483692754,4.0
lucas silva,22,Standard,2025-02-17,2025-02-18,Agencia,137.04630718645728,5.0
joAo chiavini,23,Standard,2025-02-26,2025-03-03,Booking.com,768.4994509036699,2.0
feliPe SANTOS,64,Standard,2025-03-20,2025-03-28,Site Oficial,1254.5994478898451,4.0
aNa ALVES,72,Standard,2025-01-15,2025-01-18,Direto no Balcao,473.7994057352589,5.0
feliPe ALVES,57,Deluxe,2025-09-18,2025-09-30,Direto no Balcao,3055.0309920832424,3.0
MARIA silva,69,Standard,2025-11-06,2025-11-12,Agencia,-910.1621458053781,3.0
pAulo costa,33,Deluxe,2025-04-30,2025-05-05,Direto no Balcao,1238.398350544448,
lucas chiavini,30,Presidencial,2025-02-26,2025-03-04,Agencia,7092.898604745115,3.0
aNa ALVES,47,Suite,2025-02-01,2025-02-11,Agencia,4381.757705894359,3.0
aNa okawachi,36,Deluxe,2025-05-27,2025-05-28,Site Oficial,243.09192104508242,
ferNanda SANTOS,34,Standard,2025-06-12,2025-06-19,Site Oficial,984.5853615863917,5.0
MARIA chiavini,80,Deluxe,2025-09-15,2025-09-24,Booking.com,2597.2058712777825,5.0
aNa oliveira,36,Deluxe,2025-04-26,2025-04-28,Site Oficial,525.6283916831455,5.0
lucas pereira,75,Standard,2025-10-06,2025-10-16,Site Oficial,1617.2973473277182,2.0
julia oliveira,72,Standard,2025-08-27,2025-09-01,Agencia,-888.9199097311978,5.0
feliPe pereira,79,Suite,2025-04-03,2025-04-13,Site Oficial,3655.6598421835242,4.0
MARIA ALVES,40,Standard,2025-09-06,2025-09-10,Agencia,674.2141046501879,5.0
julia ALVES,26,Standard,2025-01-13,2025-01-19,Agencia,1012.8460689734652,4.0
lucas costa,29,Standard,2025-09-07,2025-09-13,Site Oficial,942.7437411518521,4.0
lucas oliveira,18,Standard,2025-04-01,2025-04-12,Booking.com,1766.1634819294688,4.0
luYz costa,75,Suite,2025-08-15,2025-08-17,Booking.com,880.6590648467445,4.0
ferNanda chiavini,18,Deluxe,2025-08-14,2025-08-16,Direto no Balcao,505.5684397156451,5.0
carlos SANTOS,51,Deluxe,2025-08-22,2025-08-26,Direto no Balcao,1114.5840982089092,4.0
aNa ALVES,65,Standard,2025-12-13,2025-12-14,Site Oficial,146.50919928538144,4.0
aNa pereira,18,Standard,2025-08-09,2025-08-18,Booking.com,1471.2591997638601,4.0
pAulo SANTOS,33,Standard,2025-03-28,2025-04-11,Agencia,2257.9999971494053,4.0
MARIA chiavini,78,Standard,2025-10-29,2025-11-12,Direto no Balcao,2266.824602213352,5.0
aNa silva,81,Standard,2025-10-29,2025-11-11,Agencia,2175.8055679141858,5.0
luYz pereira,80,Deluxe,2025-10-27,2025-11-03,Direto no Balcao,1667.2941854043524,5.0
joAo ALVES,39,Standard,2025-09-18,2025-09-30,Site Oficial,1852.1755585665808,
lucas SANTOS,84,Deluxe,2025-02-25,2025-03-04,Booking.com,1960.1408941846385,5.0
luYz silva,43,Standard,2025-05-14,2025-05-17,Direto no Balcao,430.2585691644512,4.0
aNa pereira,33,Standard,2025-05-07,2025-05-18,Booking.com,1689.4327266457196,5.0
feliPe silva,68,Standard,2025-11-22,2025-12-04,Agencia,2145.3926149999133,
ferNanda oliveira,74,Presidencial,2025-06-14,2025-06-17,Site Oficial,2721.1700412281543,4.0
julia oliveira,46,Suite,2025-02-12,2025-02-13,Booking.com,381.00417618055604,5.0
feliPe ALVES,64,Presidencial,2025-06-15,2025-06-18,Site Oficial,2763.293756100336,5.0
lucas okawachi,79,Standard,2025-05-06,2025-05-09,Booking.com,434.24758241165875,4.0
julia okawachi,33,Standard,2025-02-06,2025-02-10,Agencia,637.566160471735,3.0
pAulo okawachi,65,Deluxe,2025-01-03,2025-01-07,Agencia,1153.2990851193156,4.0
MARIA oliveira,56,Standard,2025-11-25,2025-11-28,Site Oficial,-456.0934835299266,
julia oliveira,50,Suite,2025-11-13,2025-11-23,Agencia,4323.865258477552,5.0
joAo silva,40,Standard,2025-01-16,2025-01-28,Direto no Balcao,1845.5561199832116,4.0
luYz okawachi,27,Standard,2025-10-30,2025-11-07,Booking.com,1131.2559254878643,
feliPe SANTOS,51,Standard,2025-11-19,2025-11-27,Agencia,1121.2382585545577,4.0
carlos pereira,69,Standard,2025-06-03,2025-06-16,Direto no Balcao,2013.3510664999553,4.0
aNa ALVES,27,Deluxe,2025-11-13,2025-11-26,Site Oficial,3765.3598304231446,5.0
aNa pereira,36,Standard,2025-06-25,2025-06-26,Direto no Balcao,140.22692451809817,5.0
pAulo silva,75,Standard,2025-01-23,2025-01-30,Site Oficial,1190.7479994459993,3.0
aNa silva,18,Standard,2025-03-09,2025-03-20,Site Oficial,1512.0032516546999,4.0
pAulo SANTOS,21,Standard,2025-01-26,2025-01-28,Booking.com,272.8280253984619,4.0
carlos costa,33,Deluxe,2025-11-11,2025-11-12,Booking.com,299.82020518346076,4.0
pAulo pereira,41,Suite,2025-06-26,2025-06-29,Direto no Balcao,1353.8721193023528,4.0
aNa okawachi,19,Presidencial,2025-09-26,2025-09-30,Booking.com,4702.975024091901,4.0
carlos chiavini,49,Deluxe,2025-12-20,2026-01-02,Booking.com,3483.9880707894704,3.0
julia chiavini,41,Standard,2025-08-16,2025-08-22,Booking.com,901.5158431825288,4.0
aNa pereira,29,Deluxe,2025-01-07,2025-01-17,Direto no Balcao,2897.433142182727,2.0
feliPe oliveira,67,Standard,2025-09-20,2025-10-04,Agencia,1924.8360622616206,4.0
luYz costa,52,Standard,2025-05-09,2025-05-14,Booking.com,747.7542530763745,5.0
feliPe okawachi,50,Suite,2025-10-01,2025-10-15,Booking.com,5354.330292629829,5.0
feliPe costa,50,Standard,2025-08-09,2025-08-13,Direto no Balcao,602.129573612722,4.0
MARIA ALVES,78,Suite,2025-04-27,2025-05-05,Agencia,3013.523533394335,2.0
luYz oliveira,68,Standard,2025-03-18,2025-03-29,Booking.com,1724.522780646814,3.0
joAo okawachi,60,Deluxe,2025-06-20,2025-07-02,Site Oficial,2930.3566519545457,4.0
luYz ALVES,29,Deluxe,2025-09-29,2025-10-13,Direto no Balcao,3728.9164819797393,3.0
carlos chiavini,84,Suite,2025-03-25,2025-03-29,Booking.com,1530.3218554961286,4.0
pAulo ALVES,82,Deluxe,2025-10-17,2025-10-30,Booking.com,3449.136732147188,3.0
aNa oliveira,50,Deluxe,2025-08-11,2025-08-21,Site Oficial,2718.9817196386066,5.0
lucas ALVES,57,Standard,2025-03-23,2025-04-04,Site Oficial,1965.590019354307,4.0
julia oliveira,60,Deluxe,2026-01-01,2026-01-14,Direto no Balcao,3166.580679787033,3.0
pAulo silva,61,Standard,2025-10-08,2025-10-10,Direto no Balcao,319.70368488444126,5.0
aNa silva,46,Deluxe,2025-11-05,2025-11-08,Site Oficial,721.874784061602,3.0
julia oliveira,30,Deluxe,2025-07-17,2025-07-23,Direto no Balcao,1571.740814602651,2.0
aNa okawachi,29,Deluxe,2025-12-18,2025-12-26,Site Oficial,2092.706885621772,4.0
julia ALVES,63,Standard,2025-08-20,2025-08-28,Booking.com,1331.3153608656264,4.0
julia ALVES,19,Standard,2025-06-16,2025-06-27,Site Oficial,1506.520845655301,5.0
lucas pereira,52,Deluxe,2025-12-25,2026-01-03,Site Oficial,-2500.113687330151,3.0
joAo SANTOS,25,Standard,2025-08-19,2025-08-26,Agencia,1094.6384159782376,4.0
luYz silva,43,Standard,2025-10-01,2025-10-14,Site Oficial,2281.315357029978,3.0
lucas okawachi,51,Standard,2025-02-17,2025-02-19,Site Oficial,355.9863163629861,2.0
aNa pereira,24,Presidencial,2025-08-22,2025-08-30,Agencia,7530.552564991124,5.0
luYz chiavini,75,Deluxe,2025-08-26,2025-09-02,Direto no Balcao,1622.4483808802427,5.0
MARIA chiavini,46,Standard,2025-03-03,2025-03-11,Agencia,1356.1060064071673,3.0
luYz costa,53,Standard,2025-11-22,2025-12-04,Booking.com,1872.31679079406,4.0
ferNanda okawachi,38,Standard,2025-12-18,2025-12-21,Agencia,453.49225732718105,3.0
julia silva,53,Deluxe,2025-12-16,2025-12-23,Booking.com,1694.9839680838234,5.0
MARIA chiavini,27,Deluxe,2025-12-29,2026-01-08,Direto no Balcao,2910.864924645008,2.0
aNa oliveira,41,Standard,2025-06-24,2025-07-07,Agencia,2051.5313774579254,1.0
pAulo okawachi,81,Standard,2025-03-05,2025-03-14,Agencia,1257.2326357943248,4.0
luYz ALVES,66,Standard,2025-06-01,2025-06-04,Direto no Balcao,438.416315567549,4.0
feliPe okawachi,53,Deluxe,2025-05-13,2025-05-27,Booking.com,3646.744931649051,4.0
feliPe okawachi,41,Deluxe,2025-06-11,2025-06-21,Agencia,2606.385244667094,2.0
luYz silva,40,Standard,2025-02-05,2025-02-11,Booking.com,894.515783428155,3.0
pAulo silva,79,Standard,2025-04-03,2025-04-05,Agencia,287.1182505261575,4.0
julia chiavini,54,Standard,2025-01-22,2025-01-24,Site Oficial,282.4895771818133,3.0
MARIA ALVES,29,Presidencial,2025-01-01,2025-01-06,Agencia,5712.584453402764,5.0
aNa costa,72,Standard,2025-12-18,2025-12-23,Direto no Balcao,808.8643880045321,2.0
joAo okawachi,30,Deluxe,2025-10-30,2025-11-12,Direto no Balcao,3543.5841584104614,4.0
lucas silva,40,Deluxe,2025-08-05,2025-08-12,Booking.com,1919.9456954702348,5.0
joAo okawachi,47,Standard,2025-10-13,2025-10-25,Agencia,1632.9748969952373,3.0
aNa oliveira,999,Standard,2025-08-23,2025-08-25,Booking.com,299.2183769406515,4.0
ferNanda oliveira,79,Standard,2025-09-14,2025-09-25,Booking.com,1910.344461758639,5.0
lucas costa,30,Deluxe,2025-11-03,2025-11-17,Site Oficial,3502.9661224082047,3.0
lucas ALVES,76,Deluxe,2025-05-09,2025-05-22,Site Oficial,2956.7348547513066,
julia oliveira,36,Deluxe,2025-08-03,2025-08-10,Direto no Balcao,2064.8868551973565,4.0
pAulo costa,66,Deluxe,2025-09-21,2025-09-26,Booking.com,1217.558065429464,3.0
MARIA SANTOS,29,Standard,2025-03-06,2025-03-20,Direto no Balcao,2027.6228145181942,4.0
feliPe pereira,78,Presidencial,2025-03-22,2025-03-28,Agencia,6063.115121916826,3.0
ferNanda SANTOS,36,Deluxe,2025-09-11,2025-09-19,Booking.com,2365.8333289926622,5.0
feliPe silva,26,Standard,2025-05-12,2025-05-22,Booking.com,1637.5727495139745,5.0
pAulo oliveira,45,Presidencial,2025-04-17,2025-04-30,Agencia,12144.677347977584,5.0
ferNanda oliveira,69,Deluxe,2025-06-29,2025-07-13,Agencia,3932.847102480398,
ferNanda pereira,33,Deluxe,2025-10-23,2025-11-04,Direto no Balcao,2771.886047230127,5.0
carlos ALVES,29,Deluxe,2025-06-14,2025-06-18,Direto no Balcao,1199.97474169543,4.0
aNa ALVES,42,Suite,2025-09-21,2025-10-04,Agencia,5251.175771703187,3.0
joAo silva,69,Deluxe,2025-05-24,2025-05-31,Direto no Balcao,2060.3631554922385,4.0
julia ALVES,70,Standard,2025-07-07,2025-07-13,Agencia,921.5801565043654,1.0
julia silva,40,Standard,2025-06-24,2025-07-04,Booking.com,-1719.6325190686573,5.0
feliPe SANTOS,33,Suite,2025-05-11,2025-05-13,Booking.com,802.6479519448488,4.0
joAo costa,74,Standard,2025-01-10,2025-01-18,Site Oficial,1092.54004015533,1.0
carlos ALVES,56,Standard,2025-10-31,2025-11-10,Booking.com,1508.3341028818406,2.0
pAulo oliveira,70,Standard,2025-02-21,2025-03-02,Agencia,1501.4679890033187,4.0
julia costa,59,Standard,2025-10-03,2025-10-08,Direto no Balcao,856.3689297588737,4.0
pAulo silva,75,Deluxe,2025-06-23,2025-07-03,Site Oficial,2953.993684555676,4.0
aNa okawachi,56,Suite,2025-05-06,2025-05-10,Direto no Balcao,1887.1702558905263,4.0
MARIA okawachi,31,Standard,2025-11-12,2025-11-18,Agencia,969.9359847216627,4.0
pAulo pereira,22,Standard,2025-01-17,2025-01-25,Booking.com,1304.6508904521293,5.0
feliPe pereira,52,Standard,2025-04-26,2025-05-07,Site Oficial,1556.9460574727925,3.0
julia pereira,35,Suite,2025-07-09,2025-07-12,Agencia,1284.2929070455373,2.0
ferNanda ALVES,26,Deluxe,2025-05-22,2025-06-01,Site Oficial,2522.6192322916236,4.0
pAulo okawachi,75,Standard,2025-12-01,2025-12-12,Site Oficial,1745.3202593444464,4.0
ferNanda oliveira,34,Suite,2025-09-30,2025-10-11,Booking.com,4911.008888462341,1.0
luYz silva,24,Suite,2025-12-21,2025-12-22,Agencia,455.0991746714181,4.0
ferNanda ALVES,63,Suite,2025-10-09,2025-10-13,Direto no Balcao,1689.2035888252622,2.0
luYz okawachi,30,Suite,2025-09-12,2025-09-16,Site Oficial,1471.175545370855,4.0
ferNanda silva,57,Standard,2025-10-28,2025-10-29,Site Oficial,140.37107063413166,4.0
lucas silva,59,Deluxe,2025-02-09,2025-02-18,Direto no Balcao,2205.6819020310127,4.0
feliPe costa,26,Standard,2025-01-04,2025-01-07,Agencia,414.21337221265304,5.0
carlos SANTOS,67,Suite,2025-09-20,2025-09-25,Site Oficial,-2271.7705182025757,3.0
lucas ALVES,44,Deluxe,2025-07-05,2025-07-11,Site Oficial,1784.915206927105,
pAulo costa,83,Deluxe,2025-10-25,2025-11-02,Site Oficial,-2095.3940336717824,4.0
lucas SANTOS,22,Deluxe,2025-12-03,2025-12-09,Agencia,1460.7907062155011,4.0
carlos silva,46,Standard,2025-07-29,2025-08-01,Agencia,432.4076708502874,5.0
pAulo okawachi,54,Deluxe,2025-11-15,2025-11-21,Direto no Balcao,1425.7983807999606,5.0
feliPe SANTOS,55,Presidencial,2025-06-09,2025-06-10,Agencia,1124.8852233973328,4.0
ferNanda costa,25,Suite,2025-07-06,2025-07-10,Agencia,1861.2043303271885,4.0
lucas ALVES,82,Standard,2025-04-17,2025-04-23,Booking.com,870.1057553306514,2.0
aNa SANTOS,34,Standard,2025-01-17,2025-01-24,Direto no Balcao,1137.0030495795047,1.0
luYz silva,62,Standard,2025-03-04,2025-03-15,Site Oficial,1561.0046149643213,4.0
feliPe ALVES,21,Deluxe,2025-11-27,2025-12-10,Agencia,3170.03381574166,3.0
aNa okawachi,53,Suite,2025-03-05,2025-03-16,Site Oficial,4173.03102504945,4.0
feliPe ALVES,48,Standard,2025-06-03,2025-06-13,Site Oficial,1646.116710979526,2.0
aNa silva,36,Deluxe,2025-04-04,2025-04-07,Booking.com,681.2711659724563,5.0
luYz okawachi,78,Suite,2025-07-28,2025-08-06,Agencia,3642.3832217184795,5.0
pAulo ALVES,71,Deluxe,2025-08-07,2025-08-19,Direto no Balcao,3213.011901785003,
julia silva,56,Deluxe,2025-08-04,2025-08-16,Agencia,3212.012672190908,4.0
aNa oliveira,36,Deluxe,2025-11-17,2025-11-24,Site Oficial,1575.0683649888051,5.0
ferNanda silva,56,Deluxe,2025-03-26,2025-04-09,Direto no Balcao,3499.4375358454845,5.0
joAo SANTOS,84,Standard,2025-08-07,2025-08-08,Agencia,175.48050246858537,4.0
feliPe oliveira,62,Deluxe,2025-02-26,2025-02-28,Site Oficial,-486.9071181460075,3.0
joAo chiavini,30,Deluxe,2025-07-07,2025-07-08,Site Oficial,239.55497990570763,
luYz ALVES,75,Suite,2025-07-22,2025-08-02,Booking.com,4104.15653387496,4.0
luYz pereira,37,Deluxe,2025-03-03,2025-03-12,Booking.com,2224.604842445411,4.0
pAulo oliveira,78,Deluxe,2025-01-04,2025-01-13,Booking.com,2319.984766248038,3.0
luYz pereira,56,Standard,2025-01-13,2025-01-20,Site Oficial,1169.4956338626107,2.0
pAulo SANTOS,18,Standard,2025-12-27,2026-01-06,Agencia,1570.0410926260517,5.0
pAulo oliveira,20,Standard,2025-02-14,2025-02-17,Booking.com,-482.0395516666823,4.0
feliPe pereira,79,Standard,2025-12-18,2025-12-31,Agencia,2031.7849323328803,3.0
carlos okawachi,80,Deluxe,2025-12-25,2025-12-30,Booking.com,1402.8710111955183,3.0
MARIA oliveira,42,Presidencial,2025-05-28,2025-06-01,Direto no Balcao,3881.6234202548376,4.0
MARIA chiavini,73,Standard,2025-12-16,2025-12-23,Direto no Balcao,1194.4456498709671,4.0
luYz okawachi,50,Standard,2025-02-27,2025-03-13,Booking.com,2349.8806514823705,3.0
lucas SANTOS,55,Suite,2025-12-09,2025-12-18,Site Oficial,3462.278817369998,5.0
lucas SANTOS,23,Standard,2025-12-25,2026-01-06,Booking.com,1637.4737478183656,2.0
pAulo pereira,75,Deluxe,2025-06-12,2025-06-14,Booking.com,566.5467908132082,4.0
MARIA ALVES,61,Deluxe,2025-05-31,2025-06-13,Site Oficial,3184.944036203603,5.0
MARIA pereira,62,Deluxe,2025-02-10,2025-02-18,Direto no Balcao,2216.09317756723,3.0
aNa oliveira,49,Standard,2025-05-15,2025-05-24,Agencia,1233.01020144753,5.0
MARIA costa,62,Standard,2025-02-07,2025-02-17,Booking.com,1472.5553145694034,5.0
lucas SANTOS,78,Deluxe,2025-06-07,2025-06-21,Site Oficial,3987.5209859525476,5.0
MARIA chiavini,64,Deluxe,2025-10-07,2025-10-17,Booking.com,2350.1840531512357,2.0
pAulo okawachi,38,Standard,2025-07-05,2025-07-14,Site Oficial,1613.5776039215975,2.0
feliPe chiavini,53,Deluxe,2025-11-07,2025-11-21,Agencia,3365.007998344471,3.0
MARIA SANTOS,36,Standard,2025-12-22,2026-01-01,Agencia,1741.9098235213037,4.0
MARIA pereira,37,Deluxe,2025-04-16,2025-04-30,Direto no Balcao,3305.321033009902,5.0
aNa costa,74,Standard,2025-04-22,2025-04-29,Site Oficial,1148.619730768486,5.0
carlos oliveira,35,Presidencial,2025-07-02,2025-07-11,Site Oficial,8108.597416835246,5.0
carlos chiavini,64,Standard,2025-02-17,2025-02-26,Direto no Balcao,1275.2310007264903,
julia oliveira,66,Standard,2025-07-04,2025-07-18,Direto no Balcao,2111.6538146558523,5.0
aNa pereira,31,Standard,2025-09-21,2025-09-24,Site Oficial,452.1830088391539,3.0
MARIA ALVES,32,Standard,2025-05-18,2025-05-22,Direto no Balcao,635.2572492743311,3.0
ferNanda oliveira,48,Suite,2025-04-05,2025-04-07,Agencia,856.7889122726393,5.0
luYz okawachi,18,Presidencial,2025-02-02,2025-02-12,Booking.com,9802.229651058653,3.0
feliPe okawachi,71,Standard,2025-06-13,2025-06-16,Agencia,417.36735783286036,2.0
pAulo ALVES,20,Standard,2025-01-07,2025-01-18,Direto no Balcao,1681.349246510063,4.0
MARIA silva,33,Deluxe,2025-01-11,2025-01-22,Site Oficial,2805.1494806375135,5.0
carlos oliveira,74,Suite,2025-01-10,2025-01-15,Site Oficial,2001.2149769021526,2.0
joAo pereira,29,Deluxe,2025-01-18,2025-01-23,Agencia,1225.2637554489534,5.0
lucas pereira,33,Standard,2025-06-29,2025-07-05,Site Oficial,811.394574949598,5.0
lucas okawachi,41,Standard,2025-12-29,2026-01-11,Direto no Balcao,1807.9782849025983,4.0
feliPe SANTOS,45,Deluxe,2025-11-20,2025-11-27,Agencia,2038.863652291265,2.0
lucas oliveira,25,Standard,2025-06-13,2025-06-20,Site Oficial,1084.6393401288672,3.0
feliPe chiavini,53,Deluxe,2025-11-01,2025-11-02,Booking.com,284.37870715231617,5.0
ferNanda oliveira,25,Standard,2025-12-23,2026-01-06,Booking.com,2473.3223135912126,5.0
pAulo costa,75,Deluxe,2025-10-20,2025-10-22,Direto no Balcao,461.42106092017445,5.0
joAo oliveira,77,Standard,2025-03-29,2025-04-10,Site Oficial,1836.3698932490772,4.0
carlos chiavini,67,Deluxe,2025-08-05,2025-08-14,Direto no Balcao,2664.972092824646,2.0
carlos costa,45,Standard,2025-09-05,2025-09-15,Agencia,1539.1282251312336,2.0
MARIA pereira,58,Deluxe,2025-06-21,2025-06-23,Booking.com,556.0546543292329,5.0
julia okawachi,2,Standard,2025-11-14,2025-11-20,Agencia,931.3192454970381,3.0
feliPe ALVES,44,Deluxe,2025-06-29,2025-07-10,Site Oficial,2829.432562818279,3.0
joAo oliveira,80,Deluxe,2025-03-03,2025-03-14,Direto no Balcao,2842.537399262237,4.0
joAo okawachi,34,Deluxe,2025-09-11,2025-09-12,Direto no Balcao,235.47799317924716,1.0
aNa SANTOS,50,Deluxe,2025-03-23,2025-03-26,Direto no Balcao,858.803300700258,3.0
aNa silva,46,Deluxe,2025-05-13,2025-05-15,Agencia,549.958161606727,4.0
pAulo chiavini,30,Suite,2025-10-14,2025-10-17,Booking.com,1255.1539880743326,3.0
feliPe pereira,63,Standard,2025-05-10,2025-05-15,Agencia,820.481036598466,2.0
pAulo okawachi,52,Suite,2025-09-12,2025-09-23,Agencia,4133.409278559433,5.0
ferNanda costa,23,Standard,2025-09-08,2025-09-18,Site Oficial,1352.5830102982068,5.0
joAo pereira,64,Standard,2025-12-10,2025-12-16,Site Oficial,911.7088329163677,3.0
julia ALVES,42,Standard,2025-04-30,2025-05-09,Site Oficial,1448.9350574262703,5.0
feliPe chiavini,83,Standard,2025-07-16,2025-07-28,Booking.com,1878.7552873164557,4.0
lucas chiavini,27,Deluxe,2025-06-07,2025-06-18,Booking.com,3010.923216788208,4.0
carlos costa,73,Deluxe,2025-07-30,2025-08-09,Site Oficial,2324.6060810354975,5.0
feliPe silva,47,Deluxe,2025-01-13,2025-01-25,Site Oficial,3256.996839370948,5.0
lucas costa,22,Deluxe,2025-11-20,2025-12-02,Booking.com,2714.779325375715,5.0
MARIA SANTOS,50,Standard,2025-11-12,2025-11-25,Direto no Balcao,2020.811562682097,2.0
joAo silva,82,Standard,2025-07-17,2025-07-21,Booking.com,574.9706085233745,2.0
julia chiavini,35,Standard,2025-08-22,2025-08-29,Booking.com,1076.443361195944,5.0
ferNanda costa,66,Standard,2025-12-25,2025-12-31,Booking.com,980.5769010727025,4.0
ferNanda silva,28,Standard,2025-05-24,2025-05-26,Site Oficial,325.71441204985774,3.0
aNa silva,43,Standard,2025-12-26,2026-01-05,Direto no Balcao,-1365.0107523139998,5.0
aNa oliveira,80,Deluxe,2025-08-06,2025-08-17,Booking.com,3073.5309514054693,5.0
pAulo pereira,76,Deluxe,2025-08-16,2025-08-27,Site Oficial,2922.9977934192616,5.0
carlos okawachi,44,Presidencial,2025-02-04,2025-02-15,Agencia,12347.33438802758,3.0
luYz SANTOS,66,Suite,2025-12-28,2026-01-05,Agencia,-3352.9148817303308,5.0
feliPe pereira,50,Deluxe,2025-09-09,2025-09-16,Booking.com,1939.2025431058373,1.0
ferNanda chiavini,18,Standard,2025-08-21,2025-08-28,Agencia,1173.1460947694654,1.0
MARIA okawachi,38,Deluxe,2025-10-07,2025-10-21,Direto no Balcao,3214.302683646609,4.0
carlos oliveira,72,Deluxe,2025-12-20,2025-12-28,Agencia,1930.9803654106606,2.0
luYz oliveira,23,Standard,2025-11-15,2025-11-27,Agencia,2009.5388723297706,3.0
feliPe oliveira,22,Standard,2025-08-28,2025-09-09,Direto no Balcao,1845.5820176824204,5.0
lucas okawachi,20,Suite,2025-06-27,2025-07-10,Booking.com,6020.497332179668,3.0
carlos silva,70,Standard,2025-11-24,2025-12-08,Booking.com,2419.954921163656,3.0
pAulo okawachi,40,Deluxe,2025-06-29,2025-07-10,Direto no Balcao,2684.828720688616,3.0
pAulo okawachi,70,Deluxe,2025-04-27,2025-04-28,Direto no Balcao,285.1658849880268,4.0
lucas ALVES,54,Standard,2025-10-05,2025-10-18,Direto no Balcao,2272.7173179122874,4.0
lucas chiavini,34,Standard,2025-06-23,2025-06-24,Agencia,168.97473774546594,5.0
carlos SANTOS,18,Standard,2025-02-17,2025-02-25,Direto no Balcao,1183.407751750611,5.0
lucas costa,68,Standard,2025-12-25,2025-12-29,Site Oficial,596.30926352057,4.0
ferNanda ALVES,62,Standard,2025-04-24,2025-04-29,Agencia,817.0434437694147,5.0
feliPe oliveira,21,Suite,2025-04-19,2025-04-27,Booking.com,3224.2757210967457,2.0
pAulo chiavini,79,Standard,2025-01-01,2025-01-06,Booking.com,888.6263009906569,3.0
MARIA SANTOS,82,Deluxe,2025-05-14,2025-05-24,Booking.com,2867.3535181858124,5.0
feliPe silva,49,Standard,2025-01-14,2025-01-18,Agencia,555.259050143,4.0
pAulo oliveira,51,Suite,2025-06-16,2025-06-28,Site Oficial,4819.093882352236,
julia chiavini,56,Standard,2025-05-20,2025-05-26,Direto no Balcao,1001.1349520968632,4.0
carlos costa,43,Standard,2025-01-11,2025-01-24,Direto no Balcao,1911.6027851322383,5.0
julia SANTOS,51,Suite,2025-05-26,2025-06-07,Booking.com,5510.6954399042725,4.0
aNa chiavini,71,Suite,2025-04-16,2025-04-21,Booking.com,2174.747783640038,4.0
joAo ALVES,20,Standard,2025-11-04,2025-11-18,Agencia,2167.937850000306,4.0
feliPe SANTOS,67,Suite,2025-12-07,2025-12-14,Site Oficial,3016.792149591702,5.0
luYz oliveira,29,Standard,2025-06-09,2025-06-23,Direto no Balcao,-2282.4057334522017,4.0
joAo costa,82,Standard,2025-01-29,2025-02-08,Agencia,1416.5917579962534,
